date,cash,stock_value,assets_value,pos_count
2020-06-03 09:44:15,284860.507,-184970.0,99890.50699999998,2
2020-06-03 09:44:18,284860.507,-184990.0,99870.50699999998,2
2020-06-03 09:44:21,284860.507,-184940.0,99920.50699999998,2
2020-06-03 09:44:24,284860.507,-184930.0,99930.50699999998,2
2020-06-03 09:44:27,284860.507,-184930.0,99930.50699999998,2
2020-06-03 09:44:30,284860.507,-184940.0,99920.50699999998,2
2020-06-03 09:44:33,284860.507,-184940.0,99920.50699999998,2
2020-06-03 09:44:36,284860.507,-184940.0,99920.50699999998,2
2020-06-03 09:44:39,284860.507,-184970.0,99890.50699999998,2
2020-06-03 09:44:42,284860.507,-184930.0,99930.50699999998,2
2020-06-03 09:44:45,284860.507,-184930.0,99930.50699999998,2
2020-06-03 09:44:48,284860.507,-184930.0,99930.50699999998,2
2020-06-03 09:44:51,284860.507,-184940.0,99920.50699999998,2
2020-06-03 09:44:54,284860.507,-184910.0,99950.50699999998,2
2020-06-03 09:44:57,284860.507,-184880.0,99980.50699999998,2
2020-06-03 09:45:00,284860.507,-184880.0,99980.50699999998,2
2020-06-03 09:45:03,284860.507,-184910.0,99950.50699999998,2
2020-06-03 09:45:06,284860.507,-184910.0,99950.50699999998,2
2020-06-03 09:45:09,284860.507,-184910.0,99950.50699999998,2
2020-06-03 09:45:12,284860.507,-184900.0,99960.50699999998,2
2020-06-03 09:45:15,284860.507,-184900.0,99960.50699999998,2
2020-06-03 09:45:18,284860.507,-184900.0,99960.50699999998,2
2020-06-03 09:45:21,284860.507,-184890.0,99970.50699999998,2
2020-06-03 09:45:24,284860.507,-184890.0,99970.50699999998,2
2020-06-03 09:45:27,284860.507,-184870.0,99990.50699999998,2
2020-06-03 09:45:30,284860.507,-184860.0,100000.50699999998,2
2020-06-03 09:45:33,284860.507,-184850.0,100010.50699999998,2
2020-06-03 09:45:36,284860.507,-184830.0,100030.50699999998,2
2020-06-03 09:45:39,284860.507,-184810.0,100050.50699999998,2
2020-06-03 09:45:42,284860.507,-184790.0,100070.50699999998,2
2020-06-03 09:45:45,284860.507,-184790.0,100070.50699999998,2
2020-06-03 09:45:48,284860.507,-184790.0,100070.50699999998,2
2020-06-03 09:45:51,284860.507,-184800.0,100060.50699999998,2
2020-06-03 09:45:54,284860.507,-184820.0,100040.50699999998,2
2020-06-03 09:45:57,284860.507,-184820.0,100040.50699999998,2
2020-06-03 09:46:00,284860.507,-184810.0,100050.50699999998,2
2020-06-03 09:46:03,284860.507,-184840.0,100020.50699999998,2
2020-06-03 09:46:06,284860.507,-184830.0,100030.50699999998,2
2020-06-03 09:46:09,284860.507,-184770.0,100090.50699999998,2
2020-06-03 09:46:12,284860.507,-184790.0,100070.50699999998,2
2020-06-03 09:46:15,284860.507,-184820.0,100040.50699999998,2
2020-06-03 09:46:18,284860.507,-184850.0,100010.50699999998,2
2020-06-03 09:46:21,284860.507,-184850.0,100010.50699999998,2
2020-06-03 09:46:24,284860.507,-184850.0,100010.50699999998,2
2020-06-03 09:46:27,284860.507,-184830.0,100030.50699999998,2
2020-06-03 09:46:30,284860.507,-184820.0,100040.50699999998,2
2020-06-03 09:46:33,284860.507,-184830.0,100030.50699999998,2
2020-06-03 09:46:36,284860.507,-184780.0,100080.50699999998,2
2020-06-03 09:46:39,284860.507,-184760.0,100100.50699999998,2
2020-06-03 09:46:42,284860.507,-184760.0,100100.50699999998,2
2020-06-03 09:46:45,284860.507,-184790.0,100070.50699999998,2
2020-06-03 09:46:48,284860.507,-184770.0,100090.50699999998,2
2020-06-03 09:46:51,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:46:54,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:46:57,284860.507,-184750.0,100110.50699999998,2
2020-06-03 09:47:00,284860.507,-184750.0,100110.50699999998,2
2020-06-03 09:47:03,284860.507,-184750.0,100110.50699999998,2
2020-06-03 09:47:06,284860.507,-184770.0,100090.50699999998,2
2020-06-03 09:47:09,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:47:12,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:47:15,284860.507,-184730.0,100130.50699999998,2
2020-06-03 09:47:18,284860.507,-184730.0,100130.50699999998,2
2020-06-03 09:47:21,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:47:24,284860.507,-184750.0,100110.50699999998,2
2020-06-03 09:47:27,284860.507,-184750.0,100110.50699999998,2
2020-06-03 09:47:30,284860.507,-184740.0,100120.50699999998,2
2020-06-03 09:47:33,284860.507,-184730.0,100130.50699999998,2
2020-06-03 09:47:36,284860.507,-184730.0,100130.50699999998,2
2020-06-03 09:47:39,284860.507,-184760.0,100100.50699999998,2
2020-06-03 09:47:42,284860.507,-184690.0,100170.50699999998,2
2020-06-03 09:47:45,284860.507,-184710.0,100150.50699999998,2
